NUM_SOLICITUD,SUCURSAL,STATUS_SOLICITUD,APROBACION_TC,TIPO_CTE,LINEA_CREDITO_FINAL,MESES_VENCIDOS,SALDO_CUENTA,CAPACIDAD_TC,INGRESO_INFERIDO,COMPROBANTE_INGRESOS,SEGMENTO_CLIENTE,CLIENTE_CDE,SUMA_LINEAS_REVOLVENTES,NIVEL_RIESGO,CAPACIDAD_PAGO_TOTAL,SOLICITUDES_RECHAZADAS,SCORE_CLIENTE,SCORE_COMPORTAMIENTO,PEOR_MOP_TARJETAS,SUMA_SALDOS_TARJETAS,SUMA_PAGO_MIN_TARJETAS,SUMA_SALDOS_TOTAL,NUM_CREDITOS,EDAD,TIPO_VIVIENDA,ESCOLARIDAD
1025,44,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21806,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,91,0,0,0,0,0,0,34,Renta,Preparatoria
1026,7436,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17117,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,58,0,34,Familiares,Posgrado
1027,4552,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23730,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,34,Propia,Preparatoria
1028,220,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21266,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,92,0,0,0,0,0,0,34,Renta,Preparatoria
1029,139,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18510,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,92,0,0,0,0,0,0,34,Familiares,Posgrado
1030,111,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24875,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,92,0,0,0,0,0,0,34,Familiares,Preparatoria
1031,370,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23458,PAGOS PROV SEMESTRALES PF,,NO_CLIENTE,0,Alto,BAJO,4,92,0,0,0,0,0,0,34,Renta,Posgrado
1032,948,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21768,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,8000,Alto,BAJO,2,92,0,0,320,0,0,0,34,Renta,Preparatoria
1033,6544,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17053,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,34,Familiares,Preparatoria
1034,4116,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24004,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,93,0,0,0,0,0,0,34,Propia,Posgrado
1035,141,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21229,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,93,0,1,22202,960,143936,0,34,Propia,Posgrado
1036,9601,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18440,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,34,Renta,Posgrado
1037,64,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25162,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,93,0,0,0,0,0,0,34,Renta,Preparatoria
1038,19057,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23418,PAGOS PROV SEMESTRALES PF,,NO_CLIENTE,0,Alto,BAJO,3,93,0,0,0,0,0,0,34,Propia,Preparatoria
1039,7844,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21687,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,93,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1040,7616,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17250,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,93,0,0,0,0,0,0,34,Renta,Preparatoria
1041,7512,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23962,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,93,0,0,0,0,0,0,34,Propia,Posgrado
1042,9149,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21150,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,34,Familiares,Licenciatura
1043,8217,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18653,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,94,0,1,4118,250,34864,0,34,Hipoteca,Posgrado
1044,801,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25119,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,3000,Alto,BAJO,3,94,0,0,0,0,0,0,34,Renta,Licenciatura
1045,5751,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23330,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,94,0,0,0,0,0,0,34,Renta,Licenciatura
1046,7727,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21937,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,94,0,0,0,0,0,0,34,Renta,Preparatoria
1047,358,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17220,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,95,0,1,19162,1240,102922,0,34,Hipoteca,Preparatoria
1048,419,Cancelada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23872,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,95,0,0,0,0,0,0,34,Hipoteca,Preparatoria
1049,14013,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21394,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,0,0,34,Propia,Posgrado
1050,277,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18621,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,95,0,0,0,0,0,0,34,Familiares,Posgrado
1051,711,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25025,RECIBOS DE NOMINA,,NO_CLIENTE,26000,Alto,BAJO,4,95,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1052,4862,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23599,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,95,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1053,447,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21899,RECIBOS DE NOMINA,,NO_CLIENTE,15,Alto,BAJO,5,95,0,0,0,0,0,0,34,Familiares,Preparatoria
1054,4357,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17155,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,123920,0,34,Propia,Licenciatura
1055,50007,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24148,SIN COMPROBANTE,,NO_CLIENTE,0,Alto,BAJO,2,96,0,0,0,0,0,0,34,Propia,Licenciatura
1056,18067,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21357,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,96,0,0,0,0,0,0,34,Propia,Licenciatura
1057,4526,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18551,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,0,0,34,Familiares,Posgrado
1058,6560,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25314,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,96,0,1,2901,250,0,0,34,Hipoteca,Posgrado
1059,4308,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23558,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,96,0,0,0,0,0,0,34,Familiares,Licenciatura
1060,211,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21817,RECIBOS DE NOMINA,,NO_CLIENTE,15800,Alto,BAJO,2,96,0,1,16260,1080,0,0,34,Propia,Licenciatura
1061,594,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17353,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,96,0,0,0,0,0,0,34,Propia,Posgrado
1062,820,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24106,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,96,0,0,0,0,0,0,34,Familiares,Licenciatura
1063,111,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21277,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,34,Propia,Licenciatura
1064,311,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18765,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,97,0,0,0,0,0,0,34,Familiares,Posgrado
1065,753,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25270,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,97,0,0,0,0,0,0,34,Propia,Preparatoria
1066,9260,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23470,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,97,0,0,0,0,0,0,34,Familiares,Licenciatura
1067,194,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,22069,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,5,98,0,0,0,0,0,0,34,Hipoteca,Preparatoria
1068,752,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17323,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,0,0,34,Renta,Licenciatura
1069,7465,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24016,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,34,Renta,Licenciatura
1070,358,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21523,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,34,Propia,Posgrado
1071,520,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18733,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,0,0,34,Propia,Preparatoria
1072,413,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25175,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1073,308,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23741,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,34,Familiares,Posgrado
1074,961,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,22031,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,98,0,1,17114,330,320390,0,34,Renta,Licenciatura
1075,968,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17259,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,25600,Alto,BAJO,3,98,0,1,20447,1290,0,0,34,Familiares,Licenciatura
1076,8166,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24293,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1077,7830,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21485,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,34,Propia,Posgrado
1078,256,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18663,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,98,0,0,0,0,0,0,34,Familiares,Posgrado
1079,7769,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25466,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,98,0,0,0,0,0,0,34,Propia,Posgrado
1080,322,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23700,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,98,0,0,0,0,0,0,34,Propia,Posgrado
1081,4326,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21948,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,5,99,0,0,6003,0,0,0,34,Familiares,Preparatoria
1082,938,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17458,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,34,Hipoteca,Secundaria
1083,14091,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24251,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1084,4451,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21405,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,99,0,0,0,0,0,0,34,Hipoteca,Preparatoria
1085,6493,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18878,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,99,0,0,0,0,0,0,34,Propia,Licenciatura
1086,567,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25422,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,99,0,0,0,0,0,0,34,Renta,Licenciatura
1087,351,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23611,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,2,99,0,0,0,0,0,0,34,Renta,Posgrado
1088,62,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,22202,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,99,0,0,0,0,0,0,34,Propia,Posgrado
1089,6428,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17428,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,3,100,0,0,0,0,0,0,34,Familiares,Preparatoria
1090,165,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24160,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,100,0,1,17032,1090,0,0,34,Propia,Secundaria
1091,8188,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21652,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,0,0,34,Familiares,Preparatoria
1092,262,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18846,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,2,100,0,0,0,0,11184,0,34,Hipoteca,Preparatoria
1093,253,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25326,PAGOS PROV SEMESTRALES PF,,NO_CLIENTE,0,Alto,BAJO,3,100,0,0,0,0,0,0,34,Renta,Posgrado
1094,9171,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23884,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,100,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1095,7759,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,22163,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,15000,Alto,BAJO,0,100,0,1,6771,530,0,0,34,Hipoteca,Posgrado
1096,343,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17362,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,55700,Alto,BAJO,1,100,0,0,29735,0,0,0,34,Renta,Posgrado
1097,7506,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24439,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,100,0,0,0,0,0,0,34,Renta,Preparatoria
1098,4342,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21615,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,100,0,0,0,0,0,0,34,Renta,Licenciatura
1099,594,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,18775,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,100,0,0,0,0,0,0,34,Hipoteca,Posgrado
1100,8171,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,25619,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,9004,Alto,BAJO,4,100,0,0,8673,0,0,0,34,Propia,Licenciatura
1101,588,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,23842,RECIBOS DE NOMINA,Medio B,CLIENTE_BANCO,0,Alto,BAJO,1,100,0,0,0,0,33204,0,34,Renta,Preparatoria
1102,4271,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,22080,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,4,101,0,1,733,250,0,0,34,Hipoteca,Posgrado
1103,7115,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,17563,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,4,101,0,0,0,0,0,0,34,Propia,Licenciatura
1104,918,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,24397,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,34,Familiares,Posgrado
1105,643,Rechazada,Rechazado,MALO,0,#N/A,#N/A,#N/A,21534,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,101,0,0,0,0,0,0,34,Hipoteca,Posgrado
1106,8151,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,18992,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,0,120,0,0,0,0,0,0,34,Hipoteca,Preparatoria
1107,7720,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,25574,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,1,120,0,0,0,0,0,0,34,Hipoteca,Posgrado
1108,7770,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,23753,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,130,0,0,0,0,0,0,34,Hipoteca,Posgrado
1109,9209,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,22335,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,132,0,0,0,0,0,0,34,Hipoteca,Preparatoria
1110,7602,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,17532,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,136,0,0,0,0,0,0,34,Renta,Preparatoria
1111,9175,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,24306,PROPIEDAD ACTIVO FIJO,,NO_CLIENTE,0,Alto,BAJO,0,142,0,0,0,0,0,0,34,Propia,Licenciatura
1112,9243,Pendiente,Pre-Aprobado,MALO,1,#N/A,#N/A,#N/A,21782,RECIBOS DE NOMINA,,NO_CLIENTE,0,Alto,BAJO,1,167,0,0,0,0,0,0,34,Hipoteca,Licenciatura
1113,7525,Aprobada,Aprobado,BUENO,49999,1.0,"21,500",0.57,18959,PROPIEDAD ACTIVO FIJO,Alto A,NO_CLIENTE,0,Mínimo,ACEPTABLE,3,177,777,0,0,0,0,0,34,Propia,Posgrado
1114,390,Aprobada,Aprobado,REGULAR,5800,1.0,"1,218",0.79,25479,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,194,799,0,0,0,31374,0,34,Propia,Posgrado
1115,232,Aprobada,Aprobado,REGULAR,35000,2.0,"33,250",0.05,24027,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,206500,Medio ,ACEPTABLE,0,195,676,1,116773,6280,41262,0,34,Renta,Preparatoria
1116,9165,Aprobada,Aprobado,REGULAR,7000,3.0,"8,260",-0.18,22297,INVERSIONES,Alto C,NO_CLIENTE,8260,Alto,ALTO,0,196,499,3,0,0,0,0,34,Familiares,Licenciatura
1117,11708,Aprobada,Aprobado,REGULAR,47000,0.0,"15,510",0.67,17467,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,2,Mínimo,ACEPTABLE,0,203,777,0,0,0,0,0,34,Hipoteca,Licenciatura
1118,4639,Aprobada,Aprobado,REGULAR,9899,1.0,"8,117",0.18,24586,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,76000,Medio ,ACEPTABLE,0,209,696,1,23091,1450,199068,0,34,Propia,Posgrado
1119,973,Aprobada,Aprobado,REGULAR,9899,0.0,"3,762",0.62,21745,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,52000,Medio ,ACEPTABLE,0,212,697,1,41051,2620,0,0,34,Familiares,Posgrado
1120,586,Aprobada,Aprobado,BUENO,9899,2.0,"8,711",0.12,18888,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,15000,Bajo,ACEPTABLE,0,212,711,1,8580,250,0,0,34,Propia,Preparatoria
1121,50012,Aprobada,Aprobado,BUENO,50000,0.0,"35,000",0.3,25773,RECIBOS DE NOMINA,Medio B,NO_CLIENTE,0,Bajo,ACEPTABLE,0,212,740,0,0,0,0,0,34,Renta,Posgrado
1122,9596,Aprobada,Aprobado,BUENO,7200,2.0,"6,408",0.11,25173,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,67000,Bajo,ACEPTABLE,0,216,740,1,8705,840,0,0,34,Familiares,Posgrado
1123,707,Aprobada,Aprobado,BUENO,9899,2.0,"7,424",0.25,22158,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,21800,Bajo,ACEPTABLE,0,220,714,1,9272,600,62605,0,34,Renta,Posgrado
1124,4308,Aprobada,Aprobado,BUENO,9899,0.0,"6,434",0.35,19430,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,18000,Bajo,ACEPTABLE,0,222,740,0,0,0,0,0,34,Familiares,Posgrado
1125,6544,Aprobada,Aprobado,BUENO,49999,1.0,"24,000",0.52,26388,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,51000,Mínimo,ACEPTABLE,0,223,772,0,10834,0,0,0,34,Hipoteca,Posgrado
1126,198,Aprobada,Aprobado,REGULAR,36000,1.0,"7,200",0.8,24442,RECIBOS DE NOMINA,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,223,800,0,0,0,0,0,34,Hipoteca,Posgrado
1127,100,Aprobada,Aprobado,BUENO,39999,1.0,"27,199",0.32,22851,PROPIEDAD ACTIVO FIJO,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,225,752,0,0,0,0,0,34,Familiares,Licenciatura
1128,166,Aprobada,Aprobado,BUENO,9899,0.0,"4,356",0.56,18090,PROPIEDAD ACTIVO FIJO,Medio A,NO_CLIENTE,0,Mínimo,ACEPTABLE,0,225,766,0,0,0,0,0,34,Hipoteca,Preparatoria
1129,400,Aprobada,Aprobado,BUENO,1999,0.0,"1,359",0.32,25010,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,226,742,0,0,0,0,0,34,Renta,Preparatoria
1130,561,Aprobada,Aprobado,REGULAR,9899,0.0,"3,960",0.6,22285,INVERSIONES,Medio A,CLIENTE_BANCO,50000,Bajo,ACEPTABLE,0,230,741,1,12920,690,0,0,34,Hipoteca,Posgrado
1131,298,Aprobada,Aprobado,REGULAR,101000,0.0,"16,160",0.84,19562,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,15800,Bajo,ACEPTABLE,0,231,740,0,774,0,23233,0,34,Hipoteca,Posgrado
1132,4648,Aprobada,Aprobado,BUENO,2999,2.0,"1,619",0.46,26217,PROPIEDAD ACTIVO FIJO,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,232,746,0,0,0,0,0,34,Propia,Licenciatura
1133,6674,Aprobada,Aprobado,BUENO,49999,2.0,"51,499",-0.03,24582,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,105900,Bajo,ALTO,0,233,750,1,14233,1330,0,0,34,Hipoteca,Licenciatura
1134,767,Aprobada,Aprobado,BUENO,39999,1.0,"28,799",0.28,23005,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,5004,Mínimo,ACEPTABLE,0,234,762,0,0,0,0,0,34,Familiares,Posgrado
1135,520,Aprobada,Aprobado,BUENO,48999,0.0,"34,789",0.29,17973,RECIBOS DE NOMINA,Medio B,CLIENTE_BANCO,24500,Bajo,ACEPTABLE,0,241,739,1,2177,310,0,0,34,Familiares,Posgrado
1136,4874,Aprobada,Aprobado,REGULAR,49999,0.0,"19,500",0.61,25154,RECIBOS DE NOMINA,Alto A,CLIENTE_BANCO,160000,Mínimo,ACEPTABLE,0,242,757,0,7013,0,0,0,34,Hipoteca,Preparatoria
1137,487,Aprobada,Aprobado,BUENO,2999,0.0,"2,909",0.03,22436,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,8400,Bajo,ACEPTABLE,0,244,713,0,0,0,0,0,34,Hipoteca,Posgrado
1138,4408,Aprobada,Aprobado,BUENO,2999,2.0,"2,969",0.01,19435,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,15000,Bajo,ACEPTABLE,0,245,740,1,4610,280,0,0,34,Familiares,Preparatoria
1139,53,Aprobada,Aprobado,BUENO,4999,0.0,"2,999",0.4,26368,RECIBOS DE NOMINA,Alto B,CLIENTE_BANCO,0,Bajo,ACEPTABLE,0,246,750,0,0,0,0,0,34,Hipoteca,Licenciatura
1140,285,Aprobada,Aprobado,REGULAR,9899,0.0,"2,079",0.79,24748,PROPIEDAD ACTIVO FIJO,Medio A,CLIENTE_BANCO,17000,Bajo,ACEPTABLE,0,248,740,0,2407,0,0,0,34,Familiares,Secundaria
1141,4482,Aprobada,Aprobado,BUENO,49999,2.0,"42,999",0.14,22857,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,43000,Mínimo,ACEPTABLE,0,248,762,1,765,382,0,0,34,Hipoteca,Posgrado
1142,5996,Aprobada,Aprobado,BUENO,33999,0.0,"22,439",0.34,18076,RECIBOS DE NOMINA,Medio A,CLIENTE_BANCO,6500,Bajo,ACEPTABLE,0,249,733,1,2211,600,0,0,34,Hipoteca,Posgrado
1143,290,Aprobada,Aprobado,REGULAR,49999,1.0,"16,500",0.67,25324,PROPIEDAD ACTIVO FIJO,Alto A,CLIENTE_BANCO,69000,Mínimo,ACEPTABLE,0,255,787,0,0,0,0,0,34,Hipoteca,Preparatoria
1144,653,Aprobada,Aprobado,BUENO,49999,1.0,"25,999",0.48,22291,PROPIEDAD ACTIVO FIJO,Medio B,CLIENTE_BANCO,0,Mínimo,ACEPTABLE,0,258,768,0,0,0,0,0,34,Hipoteca,Posgrado
